order_id,channel,customer_segment,customer_age,status,revenue,converted
ORD00165,email,returning,26,completed,63.60,1
ORD00166,email,returning,65,completed,61.27,1
ORD00167,paid_search,returning,31,completed,100.71,1
ORD00168,email,returning,47,completed,119.06,1
ORD00169,paid_search,new,18,refunded,0.00,0
ORD00170,email,loyal,51,completed,0.00,0
ORD00171,paid_search,returning,58,completed,0.00,0
ORD00172,paid_search,returning,24,completed,0.00,0
ORD00173,paid_search,returning,43,refunded,0.00,0
ORD00174,paid_search,new,21,completed,0.00,0
ORD00175,paid_search,new,54,completed,0.00,0
ORD00176,paid_search,new,72,refunded,0.00,0
ORD00177,email,returning,56,completed,0.00,0
ORD00178,email,loyal,-1,completed,115.95,1
ORD00179,email,returning,57,refunded,0.00,0
ORD00180,paid_search,new,71,completed,0.00,0
ORD00181,paid_search,loyal,48,completed,207.01,1
ORD00182,email,loyal,37,completed,160.42,1
ORD00183,paid_search,loyal,26,completed,0.00,0
ORD00184,paid_search,returning,54,completed,55.08,1
ORD00185,email,loyal,-1,completed,0.00,0
ORD00186,paid_search,new,55,completed,5.00,1
ORD00187,email,new,70,completed,0.00,0
ORD00188,paid_search,new,23,completed,26.54,1
ORD00189,paid_search,new,24,completed,0.00,0
ORD00190,paid_search,new,22,completed,0.00,0
ORD00191,paid_search,new,69,refunded,25.24,1
ORD00192,paid_search,returning,43,completed,46.49,1
ORD00193,paid_search,new,54,completed,0.00,0
ORD00194,paid_search,returning,25,completed,0.00,0
ORD00195,paid_search,new,19,completed,0.00,0
ORD00196,paid_search,returning,-1,completed,108.36,1
ORD00197,email,new,64,completed,0.00,0
ORD00198,paid_search,new,29,completed,0.00,0
ORD00199,paid_search,loyal,65,completed,146.43,1
ORD00200,email,returning,35,completed,79.88,1
ORD00201,paid_search,loyal,59,completed,89.79,1
ORD00202,paid_search,returning,43,completed,0.00,0
ORD00203,email,returning,-1,completed,0.00,0
ORD00204,paid_search,new,35,completed,0.00,0
ORD00205,email,returning,34,completed,0.00,0
ORD00206,paid_search,new,37,completed,0.00,0
ORD00207,email,loyal,46,completed,0.00,0
ORD00208,email,loyal,45,completed,130.72,1
ORD00209,email,loyal,55,completed,123.43,1
ORD00210,paid_search,new,56,completed,69.37,1
ORD00211,email,new,39,completed,0.00,0
ORD00212,paid_search,new,20,completed,0.00,0
ORD00213,paid_search,new,48,completed,0.00,0
ORD00214,paid_search,returning,74,completed,0.00,0
ORD00215,paid_search,returning,70,completed,88.08,1
ORD00216,paid_search,new,42,completed,0.00,0
ORD00217,email,loyal,70,completed,182.90,1
ORD00218,paid_search,returning,-1,completed,0.00,0
ORD00219,paid_search,new,38,completed,0.00,0
ORD00220,paid_search,returning,-1,completed,0.00,0
ORD00221,email,loyal,49,refunded,0.00,0
ORD00222,email,new,21,completed,0.00,0
ORD00223,paid_search,returning,61,completed,0.00,0
ORD00224,paid_search,returning,23,completed,53.25,1
ORD00225,paid_search,returning,27,completed,0.00,0
ORD00226,paid_search,new,70,completed,0.00,0
ORD00227,paid_search,returning,50,completed,110.51,1
ORD00228,email,returning,-1,completed,32.54,1
ORD00229,email,loyal,25,completed,157.03,1
ORD00230,email,loyal,66,completed,119.23,1
ORD00231,paid_search,new,46,completed,0.00,0
ORD00232,email,returning,57,completed,75.12,1
ORD00233,email,loyal,20,completed,146.66,1
ORD00234,email,loyal,23,completed,0.00,0
ORD00235,paid_search,new,57,completed,0.00,0
ORD00236,email,new,38,completed,0.00,0
ORD00237,email,returning,62,completed,102.03,1
ORD00238,paid_search,new,36,completed,0.00,0
ORD00239,paid_search,returning,33,completed,97.84,1
ORD00240,email,loyal,43,completed,0.00,0
ORD00241,paid_search,new,24,completed,33.42,1
ORD00242,paid_search,new,60,completed,0.00,0
ORD00243,paid_search,returning,53,completed,0.00,0
ORD00244,email,returning,22,completed,0.00,0
ORD00245,email,new,71,completed,0.00,0
ORD00246,paid_search,new,70,completed,0.00,0
ORD00247,paid_search,new,-1,completed,26.48,1
ORD00248,paid_search,returning,45,completed,98.69,1
ORD00249,email,loyal,44,completed,0.00,0
ORD00250,paid_search,new,38,completed,29.54,1
ORD00251,paid_search,new,52,completed,0.00,0
ORD00252,paid_search,returning,57,completed,0.00,0
ORD00253,paid_search,new,67,completed,27.67,1
ORD00254,paid_search,new,33,completed,62.19,1
ORD00255,paid_search,new,63,completed,0.00,0
ORD00256,email,returning,58,completed,0.00,0
ORD00257,paid_search,new,55,completed,0.00,0
ORD00258,paid_search,returning,41,completed,0.00,0
ORD00259,paid_search,returning,72,completed,118.93,1
ORD00260,paid_search,new,45,completed,0.00,0
ORD00261,paid_search,new,40,completed,39.46,1
ORD00262,paid_search,returning,-1,completed,0.00,0
ORD00263,paid_search,new,41,completed,22.57,1
ORD00264,paid_search,new,-1,completed,65.23,1
ORD00265,email,new,-1,completed,0.00,0
ORD00266,paid_search,new,67,completed,0.00,0
ORD00267,email,loyal,60,completed,0.00,0
ORD00268,paid_search,new,50,refunded,0.00,0
ORD00269,paid_search,new,72,completed,0.00,0
ORD00270,email,loyal,42,completed,144.11,1
ORD00271,email,returning,40,completed,0.00,0
ORD00272,paid_search,new,62,completed,74.11,1
ORD00273,email,new,30,completed,0.00,0
ORD00274,paid_search,loyal,69,completed,102.11,1
ORD00275,paid_search,new,20,completed,43.83,1
ORD00276,email,returning,27,completed,60.62,1
ORD00277,email,new,50,completed,0.00,0
ORD00278,paid_search,returning,74,completed,0.00,0
ORD00279,paid_search,returning,56,completed,62.26,1
ORD00280,email,loyal,18,completed,164.11,1
ORD00281,paid_search,returning,67,completed,62.38,1
ORD00282,paid_search,new,-1,refunded,0.00,0
ORD00283,paid_search,new,39,completed,0.00,0
ORD00284,paid_search,returning,-1,refunded,0.00,0
ORD00285,paid_search,returning,29,completed,66.47,1
ORD00286,paid_search,new,32,completed,0.00,0
ORD00287,paid_search,new,18,completed,0.00,0
ORD00288,paid_search,returning,46,completed,94.45,1
ORD00289,paid_search,returning,38,refunded,0.00,0
ORD00290,paid_search,loyal,52,completed,0.00,0
ORD00291,email,new,60,completed,0.00,0
ORD00292,paid_search,new,-1,completed,0.00,0
ORD00293,paid_search,returning,44,refunded,0.00,0
ORD00294,email,returning,58,completed,0.00,0
ORD00295,email,returning,58,completed,79.31,1
ORD00296,email,loyal,72,completed,176.59,1
ORD00297,email,loyal,47,completed,163.60,1
ORD00298,paid_search,loyal,27,completed,0.00,0
ORD00299,email,returning,-1,completed,0.00,0
ORD00300,paid_search,new,31,completed,79.18,1
ORD00301,email,returning,45,completed,0.00,0
ORD00302,paid_search,new,52,completed,0.00,0
ORD00303,email,returning,29,completed,109.66,1
ORD00304,paid_search,returning,41,completed,0.00,0
ORD00305,paid_search,returning,18,refunded,0.00,0
ORD00306,paid_search,new,35,completed,0.00,0
ORD00307,paid_search,new,72,completed,0.00,0
ORD00308,email,new,46,completed,0.00,0
ORD00309,paid_search,new,48,completed,0.00,0
ORD00310,paid_search,loyal,57,completed,125.78,1
ORD00311,paid_search,returning,68,completed,61.40,1
ORD00312,email,new,69,completed,0.00,0
ORD00313,paid_search,returning,18,completed,0.00,0
ORD00314,paid_search,returning,71,completed,0.00,0
ORD00315,paid_search,new,33,completed,0.00,0
ORD00316,email,loyal,64,completed,137.81,1
ORD00317,paid_search,loyal,23,completed,103.09,1
ORD00318,paid_search,new,37,completed,0.00,0
ORD00319,paid_search,new,36,completed,0.00,0
ORD00320,email,returning,68,completed,0.00,0
ORD00321,email,loyal,38,completed,191.08,1
ORD00322,email,new,-1,refunded,0.00,0
ORD00323,email,returning,40,completed,0.00,0
ORD00324,paid_search,loyal,-1,completed,143.56,1
ORD00325,email,loyal,60,completed,135.18,1
ORD00326,paid_search,new,72,completed,69.15,1
ORD00327,paid_search,new,66,completed,72.54,1
ORD00328,email,loyal,32,refunded,0.00,0
ORD00329,paid_search,new,65,completed,0.00,0
ORD00330,paid_search,new,56,completed,0.00,0
ORD00331,email,returning,46,completed,0.00,0
ORD00332,paid_search,new,57,refunded,56.65,1
ORD00333,email,returning,51,completed,"999,999.99",1
ORD00334,paid_search,new,69,completed,0.00,0
ORD00335,email,loyal,33,completed,185.61,1
ORD00336,email,new,55,completed,0.00,0
ORD00337,paid_search,returning,27,completed,44.57,1
ORD00338,paid_search,new,74,completed,53.70,1
ORD00339,paid_search,returning,36,completed,0.00,0
ORD00340,paid_search,new,21,refunded,0.00,0
ORD00341,email,new,62,completed,0.00,0
ORD00342,email,new,20,completed,0.00,0
ORD00343,paid_search,returning,-1,completed,0.00,0
ORD00344,email,returning,29,completed,78.80,1
ORD00345,paid_search,new,38,completed,0.00,0
ORD00346,email,loyal,50,completed,147.12,1
ORD00347,email,loyal,51,completed,0.00,0
ORD00348,email,loyal,42,completed,87.44,1
ORD00349,email,new,68,completed,0.00,0
ORD00350,paid_search,new,22,refunded,0.00,0
ORD00351,paid_search,new,28,completed,0.00,0
ORD00352,email,new,29,completed,0.00,0
ORD00353,paid_search,new,-1,completed,0.00,0
ORD00354,email,returning,51,refunded,0.00,0
ORD00355,paid_search,new,-1,completed,0.00,0
ORD00356,paid_search,new,40,refunded,0.00,0
ORD00357,email,loyal,-1,completed,0.00,0
ORD00358,paid_search,returning,61,completed,0.00,0
ORD00359,paid_search,new,62,refunded,0.00,0
ORD00360,paid_search,returning,44,completed,0.00,0
ORD00361,paid_search,new,59,completed,0.00,0
ORD00362,email,returning,68,completed,91.60,1
ORD00363,email,new,44,completed,0.00,0
ORD00364,paid_search,returning,61,completed,0.00,0
ORD00365,paid_search,returning,-1,completed,60.37,1
ORD00366,email,returning,46,completed,51.63,1
ORD00367,paid_search,new,46,completed,0.00,0
ORD00368,email,returning,38,completed,0.00,0
ORD00369,email,loyal,67,completed,157.85,1
ORD00370,paid_search,new,30,completed,0.00,0
ORD00371,paid_search,new,34,completed,0.00,0
ORD00372,paid_search,new,34,completed,0.00,0
ORD00373,email,loyal,28,completed,0.00,0
ORD00374,email,loyal,38,completed,162.40,1
ORD00375,paid_search,new,58,completed,0.00,0
ORD00376,email,loyal,38,completed,100.65,1
ORD00377,paid_search,new,26,completed,64.39,1
ORD00378,email,returning,28,completed,0.00,0
ORD00379,paid_search,returning,43,completed,0.00,0
ORD00380,email,loyal,44,completed,0.00,0
ORD00381,paid_search,new,39,completed,0.00,0
ORD00382,email,new,24,completed,0.00,0
ORD00383,email,returning,45,completed,114.82,1
ORD00384,paid_search,new,67,completed,0.00,0
ORD00385,paid_search,new,43,completed,0.00,0
ORD00386,paid_search,returning,49,completed,137.38,1
ORD00387,email,loyal,58,completed,0.00,0
ORD00388,paid_search,returning,23,completed,0.00,0
ORD00389,paid_search,loyal,50,completed,158.16,1
ORD00390,email,returning,36,completed,0.00,0
ORD00391,paid_search,returning,42,completed,0.00,0
ORD00392,email,loyal,32,completed,142.19,1
ORD00393,paid_search,returning,-1,completed,75.34,1
ORD00394,paid_search,returning,-1,completed,0.00,0
ORD00395,email,new,53,completed,0.00,0
ORD00396,paid_search,new,45,completed,61.49,1
ORD00397,paid_search,returning,23,completed,0.00,0
ORD00398,paid_search,new,28,completed,0.00,0
ORD00399,email,loyal,59,completed,123.24,1
ORD00400,paid_search,returning,26,refunded,63.39,1
ORD00401,paid_search,new,66,completed,0.00,0
ORD00402,email,loyal,58,completed,136.45,1
ORD00403,paid_search,new,-1,refunded,0.00,0
ORD00404,paid_search,returning,42,refunded,119.25,1
ORD00405,paid_search,new,27,completed,0.00,0
ORD00406,email,loyal,56,completed,0.00,0
ORD00407,email,returning,43,completed,107.54,1
ORD00408,email,loyal,44,completed,121.29,1
ORD00409,paid_search,new,-1,completed,0.00,0
ORD00410,email,loyal,46,completed,139.57,1
ORD00411,email,returning,21,completed,86.27,1
ORD00412,paid_search,returning,35,completed,0.00,0
ORD00413,email,loyal,53,completed,0.00,0
ORD00414,paid_search,new,-1,refunded,0.00,0
ORD00415,paid_search,new,28,completed,95.83,1
ORD00416,paid_search,returning,45,completed,0.00,0
ORD00417,email,loyal,-1,refunded,141.65,1
ORD00418,paid_search,new,37,completed,55.87,1
ORD00419,paid_search,returning,31,completed,0.00,0
ORD00420,paid_search,new,65,completed,0.00,0
ORD00421,paid_search,returning,-1,completed,0.00,0
ORD00422,email,returning,32,completed,0.00,0
ORD00423,email,new,60,completed,96.97,1
ORD00424,paid_search,returning,30,completed,0.00,0
ORD00425,paid_search,new,33,refunded,0.00,0
ORD00426,paid_search,loyal,-1,refunded,151.90,1
ORD00427,paid_search,returning,72,completed,95.88,1
ORD00428,email,new,62,refunded,0.00,0
ORD00429,paid_search,returning,54,completed,0.00,0
ORD00430,email,returning,66,completed,0.00,0
ORD00431,paid_search,returning,66,completed,84.41,1
ORD00432,paid_search,new,50,completed,0.00,0
ORD00433,email,returning,67,completed,100.42,1
ORD00434,paid_search,returning,38,completed,54.95,1
ORD00435,email,loyal,39,completed,124.11,1
ORD00436,paid_search,new,54,completed,0.00,0
ORD00437,paid_search,returning,73,completed,64.43,1
ORD00438,paid_search,returning,65,completed,0.00,0
ORD00439,email,returning,72,completed,0.00,0
ORD00440,paid_search,new,31,completed,0.00,0
ORD00441,email,returning,43,completed,0.00,0
ORD00442,paid_search,new,56,completed,0.00,0
ORD00443,paid_search,new,71,completed,0.00,0
ORD00444,email,loyal,58,completed,0.00,0
ORD00445,email,new,70,refunded,0.00,0
ORD00446,paid_search,returning,40,completed,0.00,0
ORD00447,email,returning,53,completed,0.00,0
ORD00448,email,returning,26,refunded,0.00,0
ORD00449,email,returning,32,completed,0.00,0
ORD00450,email,loyal,-1,completed,0.00,0
ORD00451,paid_search,returning,31,completed,76.12,1
ORD00452,email,returning,-1,completed,0.00,0
ORD00453,email,loyal,24,completed,0.00,0
ORD00454,paid_search,returning,38,completed,0.00,0
ORD00455,email,returning,33,completed,127.65,1
ORD00456,paid_search,new,49,completed,0.00,0
ORD00457,email,returning,51,completed,98.10,1
ORD00458,paid_search,new,-1,completed,0.00,0
ORD00459,paid_search,returning,52,completed,83.48,1
ORD00460,email,new,26,completed,0.00,0
ORD00461,email,returning,41,completed,"999,999.99",1
ORD00462,email,returning,22,completed,82.28,1
ORD00463,paid_search,returning,49,completed,51.44,1
ORD00464,paid_search,new,48,completed,68.67,1
ORD00465,email,loyal,66,completed,0.00,0
ORD00466,paid_search,new,-1,completed,59.92,1
ORD00467,email,loyal,71,completed,165.22,1
ORD00468,paid_search,returning,20,completed,0.00,0
ORD00469,paid_search,new,20,completed,0.00,0
ORD00470,email,returning,54,completed,0.00,0
ORD00471,paid_search,new,72,completed,"999,999.99",1
ORD00472,paid_search,new,19,completed,78.74,1
ORD00473,email,loyal,-1,completed,0.00,0
ORD00474,email,returning,49,completed,0.00,0
ORD00475,paid_search,returning,50,completed,0.00,0
ORD00476,paid_search,returning,24,completed,0.00,0
ORD00477,paid_search,returning,45,refunded,80.62,1
ORD00478,paid_search,returning,55,completed,71.58,1
ORD00479,paid_search,new,58,completed,0.00,0
ORD00480,paid_search,new,-1,completed,0.00,0
ORD00481,paid_search,new,57,completed,0.00,0
ORD00482,paid_search,new,55,completed,29.85,1
ORD00483,paid_search,new,59,completed,0.00,0
ORD00484,email,loyal,32,completed,121.86,1
ORD00485,paid_search,new,-1,completed,0.00,0
ORD00486,paid_search,new,22,completed,0.00,0
ORD00487,paid_search,new,19,completed,0.00,0
ORD00488,email,returning,28,completed,81.29,1
ORD00489,email,loyal,21,completed,132.37,1
ORD00490,email,loyal,-1,completed,112.30,1
ORD00491,paid_search,new,47,completed,0.00,0
ORD00492,paid_search,new,27,refunded,0.00,0
ORD00493,email,loyal,35,completed,201.91,1
ORD00494,paid_search,returning,29,completed,0.00,0
ORD00495,paid_search,returning,67,completed,0.00,0
ORD00496,paid_search,new,-1,completed,0.00,0
ORD00497,email,loyal,52,completed,0.00,0
ORD00498,paid_search,new,-1,completed,0.00,0
ORD00499,email,returning,49,completed,0.00,0
ORD00500,email,new,65,completed,0.00,0
ORD00501,paid_search,new,74,completed,0.00,0
ORD00502,email,loyal,-1,completed,137.63,1
ORD00503,email,loyal,44,completed,0.00,0
ORD00504,paid_search,returning,48,completed,104.82,1
ORD00505,paid_search,returning,47,completed,88.07,1
ORD00506,paid_search,returning,58,completed,0.00,0
ORD00507,paid_search,new,30,completed,38.68,1
ORD00508,email,returning,66,completed,93.78,1
ORD00509,paid_search,new,21,completed,67.99,1
ORD00510,paid_search,new,51,completed,0.00,0
ORD00511,paid_search,returning,73,completed,91.25,1
ORD00512,paid_search,returning,20,completed,0.00,0
ORD00513,paid_search,new,68,completed,0.00,0
ORD00514,email,returning,-1,completed,54.98,1
ORD00515,email,loyal,66,completed,0.00,0
ORD00516,paid_search,new,19,refunded,0.00,0
ORD00517,paid_search,new,67,refunded,0.00,0
ORD00518,email,returning,52,completed,0.00,0
ORD00519,paid_search,new,57,completed,0.00,0
ORD00520,paid_search,returning,-1,completed,113.08,1
ORD00521,paid_search,new,-1,completed,69.86,1
ORD00522,email,returning,48,completed,0.00,0
ORD00523,paid_search,new,30,completed,40.39,1
ORD00524,paid_search,returning,26,completed,83.24,1
ORD00525,paid_search,returning,55,completed,0.00,0
ORD00526,paid_search,returning,-1,completed,0.00,0
ORD00527,paid_search,new,28,completed,0.00,0
ORD00528,email,loyal,23,completed,127.98,1
ORD00529,email,new,32,completed,0.00,0
ORD00530,paid_search,new,55,completed,0.00,0
ORD00531,paid_search,new,46,completed,39.93,1
ORD00532,email,new,58,completed,0.00,0
ORD00533,paid_search,new,71,completed,0.00,0
ORD00534,paid_search,returning,33,completed,0.00,0
ORD00535,paid_search,returning,56,completed,0.00,0
ORD00536,paid_search,new,51,completed,0.00,0
ORD00537,paid_search,new,66,completed,0.00,0
ORD00538,paid_search,new,36,completed,0.00,0
ORD00539,paid_search,returning,-1,completed,74.46,1
ORD00540,email,returning,32,completed,0.00,0
ORD00541,email,loyal,18,completed,137.76,1
ORD00542,email,returning,32,completed,58.74,1
ORD00543,paid_search,returning,66,completed,0.00,0
ORD00544,email,returning,18,completed,0.00,0
ORD00545,email,returning,28,completed,0.00,0
ORD00546,paid_search,new,56,completed,0.00,0
ORD00547,email,new,31,completed,0.00,0
ORD00548,paid_search,new,-1,completed,0.00,0
ORD00549,paid_search,returning,-1,completed,0.00,0
ORD00550,paid_search,new,29,completed,0.00,0
ORD00551,paid_search,new,56,completed,0.00,0
ORD00552,email,returning,-1,completed,0.00,0
ORD00553,email,new,20,completed,57.31,1
ORD00554,email,new,63,refunded,0.00,0
ORD00555,paid_search,new,53,completed,0.00,0
ORD00556,paid_search,new,48,completed,0.00,0
ORD00557,paid_search,loyal,51,completed,122.69,1
ORD00558,paid_search,new,44,completed,0.00,0
ORD00559,paid_search,new,-1,completed,74.72,1
ORD00560,paid_search,new,51,completed,46.52,1
ORD00561,email,returning,24,completed,0.00,0
ORD00562,paid_search,new,64,completed,0.00,0
ORD00563,email,returning,-1,completed,142.73,1
ORD00564,email,new,53,completed,0.00,0
ORD00565,paid_search,new,74,completed,0.00,0
ORD00566,email,returning,47,completed,0.00,0
ORD00567,paid_search,new,69,completed,54.99,1
ORD00568,email,returning,35,completed,92.00,1
ORD00569,paid_search,new,22,completed,0.00,0
ORD00570,paid_search,new,47,completed,0.00,0
ORD00571,email,loyal,-1,completed,155.42,1
ORD00572,paid_search,new,74,completed,0.00,0
ORD00573,email,loyal,55,completed,171.24,1
ORD00574,email,loyal,50,completed,0.00,0
ORD00575,paid_search,returning,67,refunded,91.57,1
ORD00576,paid_search,new,45,refunded,53.24,1
ORD00577,paid_search,returning,66,completed,123.96,1
ORD00578,paid_search,returning,68,completed,92.81,1
ORD00579,paid_search,returning,64,completed,0.00,0
ORD00580,paid_search,new,21,refunded,0.00,0
ORD00581,email,loyal,32,completed,0.00,0
ORD00582,email,loyal,21,completed,0.00,0
ORD00583,paid_search,new,44,completed,47.76,1
ORD00584,email,new,-1,completed,0.00,0
ORD00585,paid_search,new,-1,completed,0.00,0
ORD00586,email,loyal,71,completed,0.00,0
